"","ID","EXPT","VALENCE","CONTEXT","SubROI_SubroiAGGR","GROUP","System","Ch1TotalperMM2","Ch2TotalperMM2","Ch3TotalperMM2","Ch4TotalperMM2","OLTotalperMM2","NormOLTotalperMM2"
"121",3425,"OLD","SHOCK","AA","CA3","SAA","SUBIC-HPC",1425.36207214527,3224.61984938162,2844.89904705515,1738.7697351213,358.396007459775,0.077827688891132
"122",3425,"OLD","SHOCK","AA","CeA","SAA","NUCLEAR AMY",830.092662878673,2169.83378544307,1698.94212251724,1090.11180727842,394.676798045245,0.137745121427549
"123",3425,"OLD","SHOCK","AA","CLA","SAA","CORTICO-AMY",492.040886865258,1938.06445908228,1055.73872623923,693.071113984387,240.211847429712,0.10046821856089
"124",3425,"OLD","SHOCK","AA","COA","SAA","OLFACTORY",853.691019116377,1620.09827226466,1509.28065813453,859.716659180882,290.638962571994,0.132761809331181
"125",3425,"OLD","SHOCK","AA","Cpu","SAA","STRIATUM",696.136946657124,1911.76818723138,1163.42324365317,874.742080495819,214.418478504271,0.0833634629225462
"126",3425,"OLD","SHOCK","AA","dACC","SAA","PFC",538.768378060934,1552.15868568732,1123.12352936589,766.885323691661,199.304823384631,0.0940232764018744
"127",3425,"OLD","SHOCK","AA","DG","SAA","SUBIC-HPC",1260.20775304348,3508.4516480855,3150.42646749014,1379.55722283515,349.128557993135,0.0769195338768367
"128",3425,"OLD","SHOCK","AA","DP","SAA","OLFACTORY",291.097061844021,1115.87207040208,1470.04016231231,1001.85905451317,181.935663652513,0.0939849624060151
"129",3425,"OLD","SHOCK","AA","ECT","SAA","TEMP ASSOC CTX",961.80334141017,1755.90560556704,1817.81888743715,992.132259636831,252.873137371305,0.101345267729463
"130",3425,"OLD","SHOCK","AA","ENT","SAA","TEMP ASSOC CTX",635.866926848319,834.321653760208,1362.25399964237,875.042625875623,153.500170342888,0.0986591113105923
"131",3425,"OLD","SHOCK","AA","EP","SAA","OLFACTORY",702.568452590296,1579.22659340447,1454.48129934065,804.97094424008,215.561394819664,0.0993995214609269
"132",3425,"OLD","SHOCK","AA","EPI","SAA","THALAMIC",746.404175193258,1607.21690750475,983.638735824303,919.219503212687,301.138439381768,0.135324996140188
"133",3425,"OLD","SHOCK","AA","Gus","SAA","VISC CTX",631.647540179702,1705.75739335105,1148.88642789361,797.638714403785,234.093910885836,0.103156781502622
"134",3425,"OLD","SHOCK","AA","HY","SAA","HYPOTHAL",1043.25227137965,2211.51770105101,1342.57539418435,1086.86666131495,474.444861072844,0.168008153452151
"135",3425,"OLD","SHOCK","AA","IA","SAA","CORTICO-AMY",629.754070730313,1463.39981029357,1686.3749358153,1171.12160521778,216.948770777907,0.089738263398421
"136",3425,"OLD","SHOCK","AA","ILM","SAA","THALAMIC",594.887978728781,1837.7650237682,902.653573136589,912.196189120126,419.485608745677,0.18
"137",3425,"OLD","SHOCK","AA","InfL","SAA","PFC",353.109647177718,1561.3491288568,1396.77349475988,1043.66384758216,258.013312134032,0.10993325480958
"138",3425,"OLD","SHOCK","AA","LA","SAA","NUCLEAR AMY",1055.24365885702,2188.34555328873,1586.26706168442,648.566661389199,219.590460528627,0.0838989169675089
"139",3425,"OLD","SHOCK","AA","LAT","SAA","THALAMIC",498.442356768853,2039.40382940637,926.163336103338,999.990719979081,375.301147546982,0.140873869995695
"140",3425,"OLD","SHOCK","AA","LGN","SAA","THALAMIC",568.186886545899,2099.29291363042,1442.15645296005,1567.55105578975,447.888661714008,0.139141000386605
"141",3425,"OLD","SHOCK","AA","LH","SAA","HYPOTHAL",840.680384495095,2602.79826453315,1348.95394047124,1254.56967926147,596.551171305033,0.182945321042855
"142",3425,"OLD","SHOCK","AA","LSC","SAA","STRIATUM",785.323836396766,2292.28053305887,1409.27115044825,916.927503135128,296.420419189434,0.101765201643594
"143",3425,"OLD","SHOCK","AA","MA","SAA","CORTICO-AMY",968.291175817325,1978.14201677211,1504.10038414916,1021.01693709263,407.045055795853,0.157032087247053
"144",3425,"OLD","SHOCK","AA","MBm","SAA","MIDBRAIN",449.528035130731,2260.69549969369,1858.99461827844,1870.65180608609,599.72781323799,0.169816656212403
"145",3425,"OLD","SHOCK","AA","MBs","SAA","MIDBRAIN",674.114385238394,2519.56227674208,1764.17168902814,2070.15268658315,627.898505399355,0.158487530168946
"146",3425,"OLD","SHOCK","AA","MED","SAA","THALAMIC",661.049348715194,1814.697469271,1023.27654755132,1042.91862229207,427.664806809406,0.175997275950641
"147",3425,"OLD","SHOCK","AA","MGN","SAA","THALAMIC",378.475395588618,2716.11754481244,1766.21851274689,1523.79636393849,583.792113456954,0.159675236806495
"148",3425,"OLD","SHOCK","AA","MH","SAA","HYPOTHAL",982.514785059444,2191.85974338285,1453.78925653166,1165.84524788101,499.711068169136,0.174846791706273
"149",3425,"OLD","SHOCK","AA","MoP","SAA","MOTOR CTX",480.508321248957,1345.72099752923,921.733338321585,676.186768236628,198.84796832501,0.10907374985952
"150",3425,"OLD","SHOCK","AA","MoS","SAA","MOTOR CTX",519.428864786503,1358.63984360779,944.066030686413,641.75128167718,166.484914654951,0.090781586151975
"151",3425,"OLD","SHOCK","AA","MTN","SAA","THALAMIC",823.319031193502,2203.43305022842,1335.13459452791,1338.76647352537,649.19837079603,0.224403080562999
"152",3425,"OLD","SHOCK","AA","NLOT","SAA","OLFACTORY",682.334305463485,1624.4869048565,1043.42362769781,904.798531575668,518.806497463112,0.258051197357555
"153",3425,"OLD","SHOCK","AA","OC","SAA","PFC",310.703426395335,1347.68261750539,1214.18943681795,1015.12065859983,221.447751978584,0.103414752703852
"154",3425,"OLD","SHOCK","AA","ON","SAA","OLFACTORY",330.500199496154,1158.09419498246,1289.75687608255,940.447722143528,174.654576969512,0.0907821229050277
"155",3425,"OLD","SHOCK","AA","OTub","SAA","OLFACTORY",701.59966006186,1657.08768660028,984.604141531629,673.069875194697,212.77103865032,0.100487575756514
"156",3425,"OLD","SHOCK","AA","PAG","SAA","MIDBRAIN",877.001544790301,2197.85399101694,1812.38243882412,1625.70489708317,576.607534801422,0.177584285091191
"157",3425,"OLD","SHOCK","AA","PALd","SAA","STRIATUM",716.981180133221,2111.49565738845,1537.15515907097,1446.88631387395,467.727822558344,0.151336189704198
"158",3425,"OLD","SHOCK","AA","PALm","SAA","STRIATUM",877.749312731168,2021.34621418056,1200.58892677061,1283.51510334529,496.685575802275,0.176871257885528
"159",3425,"OLD","SHOCK","AA","PALv","SAA","STRIATUM",913.421821541143,2255.32502847053,1349.42274077077,1074.45937992597,411.169778365264,0.140878406533878
"160",3425,"OLD","SHOCK","AA","PAN","SAA","CORTICO-AMY",908.322807836403,1646.04772053719,1686.63606733525,929.726818843196,289.509067395579,0.126629680998613
"161",3425,"OLD","SHOCK","AA","PERI","SAA","TEMP ASSOC CTX",962.988759827124,1848.27329629778,1765.85245856063,1082.82274214332,291.630665436605,0.11048853620862
