"Width","Height","Name"
"?1843 pixels","?451 pixels","85_01_-2.6_8492_RIGHT_THUMB.tif"
"?462 pixels","?1843 pixels","86_01_-0.7_8492_LEFT_THUMB.tif"
"?1823 pixels","?463 pixels","86_01_-2.5_8492_RIGHT_THUMB.tif"
"?465 pixels","?1853 pixels","87_01_-0.7_8492_LEFT_THUMB.tif"
"?1823 pixels","?469 pixels","87_01_-2.5_8492_RIGHT_THUMB.tif"
"?465 pixels","?2123 pixels","88_01_-0.5_8492_LEFT_THUMB.tif"
"?2013 pixels","?463 pixels","88_01_-1.2_8492_RIGHT_THUMB.tif"
"?2003 pixels","?474 pixels","89_01_-1.2_8492_RIGHT_THUMB.tif"
"?2123 pixels","?474 pixels","89_01_-2.1_8492_LEFT_THUMB.tif"
"?1998 pixels","?483 pixels","90_01_-1.4_8492_RIGHT_THUMB.tif"
"?2098 pixels","?481 pixels","90_01_-2.9_8492_LEFT_THUMB.tif"
"?1898 pixels","?482 pixels","91_01_-1.4_8492_RIGHT_THUMB.tif"
"?467 pixels","?1758 pixels","91_01_-3.3_8492_LEFT_THUMB.tif"
"?1753 pixels","?469 pixels","92_01_-1.2_8492_LEFT_THUMB.tif"
"?1888 pixels","?484 pixels","92_01_-1.4_8492_RIGHT_THUMB.tif"
"?1718 pixels","?451 pixels","01_01_1.1_9204_RIGHT_THUMB.tif"
"?461 pixels","?1698 pixels","01_01_2.5_9204_LEFT_THUMB.tif"
"?448 pixels","?1733 pixels","02_01_1.6_9204_RIGHT_THUMB.tif"
"?1713 pixels","?462 pixels","02_01_1_9204_LEFT_THUMB.tif"
"?1753 pixels","?465 pixels","03_01_-0.1_9204_LEFT_THUMB.tif"
"?1773 pixels","?448 pixels","03_01_0_9204_RIGHT_THUMB.tif"
"?440 pixels","?1543 pixels","04_01_0.4_9204_RIGHT_THUMB.tif"
"?448 pixels","?1593 pixels","04_01_2.5_9204_LEFT_THUMB.tif"
"?1608 pixels","?449 pixels","05_01_1.6_9204_LEFT_THUMB.tif"
"?1563 pixels","?441 pixels","05_01_1.6_9204_RIGHT_THUMB.tif"
"?1603 pixels","?451 pixels","06_01_1.1_9204_LEFT_THUMB.tif"
"?1558 pixels","?442 pixels","06_01_1.6_9204_RIGHT_THUMB.tif"
"?1363 pixels","?369 pixels","07_01_1.6_9204_LEFT_THUMB.tif"
"?1333 pixels","?363 pixels","07_01_2.3_9204_RIGHT_THUMB.tif"
"?1343 pixels","?368 pixels","08_01_2.2_9204_RIGHT_THUMB.tif"
"?1363 pixels","?373 pixels","08_01_2.5_9204_LEFT_THUMB.tif"
"?1678 pixels","?435 pixels","10_01_0.2_9204_RIGHT_THUMB.tif"
"?1598 pixels","?445 pixels","10_01_1.1_9204_LEFT_THUMB.tif"
"?1588 pixels","?446 pixels","11_01_1.1_9204_LEFT_THUMB.tif"
"?1678 pixels","?434 pixels","11_01_1_9204_RIGHT_THUMB.tif"
"?1558 pixels","?408 pixels","13_01_2.2_9204_LEFT_THUMB.tif"
"?1523 pixels","?394 pixels","13_01_2.3_9204_RIGHT_THUMB.tif"
"?1443 pixels","?410 pixels","15_01_1.4_9204_LEFT_THUMB.tif"
"?1463 pixels","?404 pixels","15_01_1.6_9204_RIGHT_THUMB.tif"
"?1653 pixels","?433 pixels","19_01_1.2_9204_RIGHT_THUMB.tif"
"?442 pixels","?1648 pixels","19_01_1.6_9204_LEFT_THUMB.tif"
"?1668 pixels","?441 pixels","20_01_1.1_9204_LEFT_THUMB.tif"
"?1663 pixels","?433 pixels","20_01_1_9204_RIGHT_THUMB.tif"
"?1438 pixels","?375 pixels","22_01_2.2_9204_RIGHT_THUMB.tif"
"?1493 pixels","?390 pixels","22_01_2.3_9204_LEFT_THUMB.tif"
"?1443 pixels","?380 pixels","23_01_1.6_9204_RIGHT_THUMB.tif"
"?1508 pixels","?391 pixels","23_01_2.5_9204_LEFT_THUMB.tif"
"?1513 pixels","?394 pixels","24_01_1.6_9204_LEFT_THUMB.tif"
"?382 pixels","?1438 pixels","24_01_2.2_9204_RIGHT_THUMB.tif"
"?1323 pixels","?330 pixels","25_01_2.2_9204_LEFT_THUMB.tif"
"?1218 pixels","?321 pixels","25_01_2.5_9204_RIGHT_THUMB.tif"
"?1263 pixels","?334 pixels","26_01_2.2_9204_LEFT_THUMB.tif"
"?1193 pixels","?324 pixels","26_01_2.5_9204_RIGHT_THUMB.tif"
"?1328 pixels","?329 pixels","27_01_2.5_9204_LEFT_THUMB.tif"
"?1208 pixels","?319 pixels","27_01_2.5_9204_RIGHT_THUMB.tif"
"?411 pixels","?1403 pixels","28_01_1.6_9204_LEFT_THUMB.tif"
"?412 pixels","?1528 pixels","28_01_2.5_9204_RIGHT_THUMB.tif"
"?410 pixels","?1373 pixels","29_01_1.6_9204_LEFT_THUMB.tif"
"?412 pixels","?1488 pixels","29_01_1.6_9204_RIGHT_THUMB.tif"
"?1263 pixels","?353 pixels","31_01_2.2_9204_LEFT_THUMB.tif"
"?1378 pixels","?370 pixels","31_01_2.2_9204_RIGHT_THUMB.tif"
"?1238 pixels","?352 pixels","32_01_2.5_9204_LEFT_THUMB.tif"
"?1368 pixels","?368 pixels","32_01_2.5_9204_RIGHT_THUMB.tif"
"?1218 pixels","?352 pixels","33_01_2.2_9204_LEFT_THUMB.tif"
"?1363 pixels","?366 pixels","33_01_2.5_9204_RIGHT_THUMB.tif"
"?1838 pixels","?459 pixels","37_01_-0.7_9204_LEFT_THUMB.tif"
"?1868 pixels","?454 pixels","37_01_-0.8_9204_RIGHT_THUMB.tif"
"?1838 pixels","?459 pixels","38_01_-0.5_9204_LEFT_THUMB.tif"
"?1883 pixels","?453 pixels","38_01_-0.7_9204_RIGHT_THUMB.tif"
"?502 pixels","?1883 pixels","39_01_-0.1_9204_LEFT_THUMB.tif"
"?463 pixels","?1873 pixels","39_01_-3.4_9204_RIGHT_THUMB.tif"
"?1598 pixels","?423 pixels","40_01_0.4_9204_RIGHT_THUMB.tif"
"?431 pixels","?1638 pixels","40_01_1.6_9204_LEFT_THUMB.tif"
"?1648 pixels","?434 pixels","41_01_0.4_9204_LEFT_THUMB.tif"
"?424 pixels","?1568 pixels","41_01_1.6_9204_RIGHT_THUMB.tif"
